sample_id,time_idx,GDP,Unemployment,Inflation,InterestRate,Swiss franc/Euro,Euro/Dollar,Euro/Uk,Stoxx50,Property Prices Ger,Property Prices UK,VIX
0,0,902562.6703928077,3.737769362456486,131.90652174521736,3.699268255841555,0.9391712380558882,0.8594949493810494,1.1450329789561062,538.7999883530892,129.24718773245337,171.38087534049367,25.92124391100964
0,1,901784.3641035046,3.7698100197851385,132.11086957793086,3.6673553437452897,0.9436814858388173,0.863072684769018,1.1668690247074678,542.3481204207595,129.2813736136714,171.87515725265098,25.494589419428056
0,2,901842.0135584158,3.7841509172909578,132.82608696701354,3.6240514987781225,0.9491113571742068,0.8625861638007177,1.171589346040308,544.1584566826164,129.22220542359042,171.90746134354742,25.16638489926464
0,3,901899.6630484537,3.782605158487667,132.62173913404624,3.6149570966452065,0.9496664102245475,0.8680821530022391,1.175327821888005,545.0363392585028,129.1043500171517,172.26596317829936,25.443053581361067
0,4,901957.3124717503,3.775890736059468,132.5195652304865,3.6482481547103727,0.9519247015749657,0.8718882986037289,1.1771354546897708,554.2422452892423,128.81998986153138,175.05984486034012,24.3340981316601
0,5,902505.0141980764,3.775744411149608,133.0304347912612,3.6445660308380066,0.9515723590285345,0.8733259148583249,1.1971067524114687,553.5107920195292,128.87398202378148,175.04533188462372,24.76665863947352
0,6,903052.7158846864,3.7910820751649816,132.11086950734534,3.6428502284078363,0.9520958113489275,0.8781139354847185,1.2116842338097735,558.2342193321275,128.76882247434983,174.76245313828423,23.861903110024258
0,7,903600.4176355044,3.8290263195986047,133.03043472844894,3.6192661053737667,0.952711057503654,0.8747171451098718,1.2205324661195742,565.0632522215752,128.5752594132199,175.9495827847717,23.1885488950014
0,8,904522.825860311,3.88488155775422,132.7239129616253,3.6134280555445115,0.9548864540771856,0.8768943918294284,1.2193648049790669,567.4537599913073,128.4376474221376,176.5089394562652,22.8366799955922
0,9,905445.2341668123,3.9520444855468786,133.3369564390408,3.589037542394426,0.9525825239060819,0.8731775007760242,1.2195225512720165,573.2555751214084,128.21771225754296,177.49107941249446,21.74808522512477
0,10,906367.6424672474,4.0138242147297705,133.84782601001174,3.5815758455198243,0.9501828530018274,0.8724349760096499,1.2217987442218456,572.1494834476174,128.11390776445896,178.28490018845898,22.179399236524446
0,11,905531.7168034394,4.061159629412641,134.460869492502,3.5701786211529116,0.946626891673725,0.8698173677726361,1.2162854468531727,570.9517033054415,127.95002556619725,179.07450553095586,22.293708808916005
0,12,904444.5775761441,4.087020983083724,135.24114343491948,3.547476120822755,0.943907476555809,0.8690788502828269,1.2093040005791942,571.4468474021115,127.78436784162339,179.88727464574012,22.039278065538475
0,13,903334.2406625592,4.111919086404466,136.0414905297945,3.544916673111832,0.9403718390389735,0.8685297836439916,1.2044804941536813,571.3105004549876,127.65857721140867,180.64217838668958,22.24020306536578
0,14,902226.7413785208,4.137312883657219,136.84844605157633,3.5361103207256654,0.938915939203264,0.8693784737421221,1.2032147176286772,577.0465266770829,127.5164127739339,181.67485389409057,21.51677886285259
0,15,901122.0678000804,4.162415986273617,137.66009405712506,3.5304033958559864,0.9389610220901432,0.8725383090302895,1.2063983411380725,585.0817356238925,127.35067562767922,182.68130588583008,20.923977866508736
0,16,900020.2078246914,4.187613298248923,138.47451830093496,3.522362527685167,0.9400621114628473,0.8754932972420166,1.2118103436481156,594.5386863938987,127.23679564363589,183.73146637297367,20.378978054990014
0,17,898921.1491755217,4.212473647300937,139.28979875625444,3.509915666881227,0.94141128771924,0.8777270162756217,1.2148488889732953,604.1832917446561,127.1470064413258,184.35956248264424,20.17442627476957
0,18,897789.1167405681,4.240930893554799,140.10009488124052,3.495783954291879,0.9417512822758599,0.8791422229582254,1.2163064193629698,614.4571840357456,127.10566142126002,184.92322549342788,20.17611346609958
0,19,896658.5099005456,4.269580381928649,140.91510477432757,3.4734015969157235,0.9413896443355615,0.8798501585622395,1.2171203672074804,624.1574125146356,127.07860519945352,186.1258806983338,20.156735360612004
0,20,895529.3268601692,4.298423411108677,141.73485585710756,3.464917895858543,0.9406156205721885,0.8835856481193475,1.2195516459947917,631.623860540369,127.10233979797425,186.95891486966724,20.688774725415918
0,21,894401.5658264147,4.327461288554311,142.55937571069316,3.446476787591662,0.9407817442086753,0.8842425986687446,1.2178890408605494,641.2005101907872,127.08524162901273,188.22296749900502,20.777303776204345
0,22,893275.225008516,4.356695330557481,143.38869207664578,3.4256780577710773,0.9426458806904756,0.8853449352688977,1.219480417665171,650.0795493175634,127.0778658320912,189.65180524735052,21.092499466076557
0,23,892150.3026179619,4.3861268623022935,144.2228328579089,3.423800331815676,0.943168386249284,0.887021777237668,1.220458940090409,656.2524967709224,127.02099926882875,191.45060586298064,21.644020735375683
1,0,902562.6703928077,3.737769362456486,131.90652174521736,3.6768574625470762,0.9366321372836925,0.851578239040436,1.1258609618788449,524.0933212012949,129.2689204869415,171.78048526892368,28.199407057330504
1,1,901784.3641035046,3.7698100197851385,132.11086957793086,3.6500114998373885,0.9372494645050091,0.851851880225075,1.119839078458972,522.7099538438644,129.13676141219975,172.57611252067542,29.705414572379688
1,2,901842.0135584158,3.7841509172909578,132.82608696701354,3.650320214540743,0.9364432899861841,0.8537285067999746,1.1219553808034433,517.5173150166938,128.98050883819306,173.0434933521104,30.39432226259065
1,3,901899.6630484537,3.782605158487667,132.62173913404624,3.6651474241171176,0.9347482135705725,0.8564329832733047,1.1298709927145507,519.1126199658822,128.82014809790874,173.2480534673939,29.607281447383084
1,4,901957.3124717503,3.775890736059468,132.5195652304865,3.6930450150549126,0.9361841552865557,0.8609518824701453,1.1379457233001438,522.0820311393608,128.63845249229925,175.41024925074817,28.72096760477895
1,5,902505.0141980764,3.775744411149608,133.0304347912612,3.6967673776600125,0.9371293813406188,0.86597156173388,1.152811235264172,520.7687111752352,128.60662002092454,176.28701298494065,29.251291624472028
1,6,903052.7158846864,3.7910820751649816,132.11086950734534,3.686072989615776,0.9336495129037997,0.8749345109585563,1.177002655056629,530.7226349314091,128.45895730899193,174.94940781093865,27.147987331495113
1,7,903600.4176355044,3.8290263195986047,133.03043472844894,3.6361086088443515,0.9370224033205623,0.871688105530299,1.2037536339268846,535.4131685221632,128.31686704011958,175.61878841825563,27.20735095547469
1,8,904522.825860311,3.88488155775422,132.7239129616253,3.6057059405659286,0.9388400221452254,0.8791497979659624,1.2027816371306546,542.1849620774544,128.27386254786256,175.46796928637087,25.914831072552094
1,9,905445.2341668123,3.9520444855468786,133.3369564390408,3.566167010784396,0.9401590116328965,0.8734126918950866,1.2073340490724818,551.2326334668613,127.98994738119484,176.48880370083626,24.45572075476439
1,10,906367.6424672474,4.0138242147297705,133.84782601001174,3.5414920817762905,0.9402439024611533,0.8742771024289826,1.2082972428746563,554.7610276551303,127.83204285657317,176.8962253204831,23.810850532558785
1,11,905531.7168034394,4.061159629412641,134.460869492502,3.5196379896902283,0.9393514019008045,0.8683206203878547,1.2011750220683528,556.9273356959446,127.56971428666905,178.1142066740504,23.94195132727883
1,12,904444.5775761441,4.087020983083724,135.24114343491948,3.4880641585470262,0.9381236572027314,0.8682985732350073,1.1969256557015286,555.4230026216417,127.39186195011929,178.54044311709865,23.922300758102583
1,13,903334.2406625592,4.111919086404466,136.0414905297945,3.467013573873707,0.9361186116477531,0.8639257455511529,1.185188570025128,558.5379481054581,127.15971468382041,179.37814000395707,23.501803970403564
1,14,902226.7413785208,4.137312883657219,136.84844605157633,3.4460912229459377,0.9369245622990099,0.8653007838672716,1.1812975015526141,561.9743033909391,126.98090265740032,180.20457877686357,22.792006878146566
1,15,901122.0678000804,4.162415986273617,137.66009405712506,3.433051440784591,0.9367653933893395,0.865947447475538,1.1746404945462678,573.2656109631364,126.76125922114635,181.11395292783152,22.29173444287647
1,16,900020.2078246914,4.187613298248923,138.47451830093496,3.417533054233897,0.9390961385238326,0.8713292643005666,1.1768897151439646,583.4276662036283,126.51385315606457,182.87508485377097,22.08206618674268
1,17,898921.1491755217,4.212473647300937,139.28979875625444,3.4081061516343145,0.9389335077779893,0.8726795035327946,1.1828178877531732,591.0537222559104,126.43888765056568,183.10247180065988,22.581081954507237
