6.068683032155791548e-04,4.062156318124178836e-03,-6.912442895933896062e-03,8.604358009431160165e-03,4.548454592146038318e-03,3.864552186238554357e-03,1.210879277677764064e-02,2.597468953960724997e-02,-2.606137368820102621e-03,1.618762013473065697e-02,-1.127322149832623160e-01
6.065003085466510622e-04,1.000881639629811609e-02,6.960556875696501979e-03,3.252592110977374322e-03,4.708240748064136715e-04,4.145928903721830990e-03,3.447393793405997831e-02,8.276762363971462352e-03,-1.269061702378561276e-03,3.824682973370709376e-03,-1.318570340831258687e-02
1.020814296678147423e-03,1.458732155214624918e-02,-2.304147674547642882e-03,-1.036899830965588160e-02,6.115484556583930878e-03,-6.956860042963011227e-03,1.627286873918755775e-02,2.496184780645921419e-02,-3.464352150271448032e-03,-8.856170571638035532e-03,-4.935042359542256979e-02
1.019773387834598498e-03,1.728828197055354288e-02,4.618937640820894655e-03,-6.518939599728037701e-03,1.757984396997142821e-03,-7.802619014960546912e-03,6.151636752073821011e-03,7.063209157904719662e-03,2.049380917966549351e-04,2.304660347576074908e-02,-1.524737615652371932e-03
1.018734502793078528e-03,1.563234660156991723e-02,3.831417670047975160e-03,-1.574227516164202270e-02,-1.745956625862660639e-03,-5.132258616881690480e-03,-1.520828456297823247e-02,-3.384202949857962467e-03,-1.863987218137342933e-03,6.828788120715816382e-03,1.244757902407436639e-01
-9.222810089871768353e-04,1.179309609752224146e-02,4.580152705987265704e-03,-1.162837410465914628e-02,-3.043351484539225278e-03,-4.198454138921820997e-03,-1.113990482389024157e-02,9.657680592569641009e-03,-2.073745359418403562e-03,5.402565111958397212e-03,-6.495565945056867851e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,3.080098888981884497e-03,-4.031998662633254869e-03,2.662150530465942719e-03,1.042636712772685678e-04,-1.672360906638316325e-02,-1.409661947531517211e-03,3.369383277797601429e-03,5.196239111491282592e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,5.444847985736395342e-03,-5.004699383495583853e-03,-2.550947791609645479e-03,2.044802021304983029e-03,3.965248320440378435e-03,-1.685794417882184593e-03,4.307674133181392181e-03,-4.858811647594241112e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,5.570248877810207201e-03,7.737826383749509766e-04,2.472071379891277888e-03,6.266933640155620058e-03,6.350046771801817150e-04,-2.120968651920176248e-03,1.215856408412345491e-02,-3.074942694829148684e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,6.485311804135122753e-03,1.899061783198650964e-03,3.399449830046496514e-03,9.604396571133554800e-04,-1.712680625659828912e-03,-1.856535255671802609e-03,-2.692807776172115482e-03,2.962435104026576657e-03
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,1.363676894751066722e-03,1.231903891599721692e-03,4.809204304884863099e-03,1.330930664020444449e-03,1.678376944254096267e-02,-2.342760514185466929e-03,5.459534778069482369e-03,-5.621634748938678788e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,-5.176768361861091433e-03,-3.760105432513271423e-04,9.459155002788289038e-03,1.135391159554689951e-02,1.193565473489393083e-02,-1.065815608529778555e-03,1.189628406621110086e-02,7.441980265711903818e-03
-1.200553450665412360e-03,6.367972705082415585e-03,5.802981531820160417e-03,-8.714610428894636190e-03,-5.868141451830899413e-03,4.078453752389951670e-03,2.219863196127696420e-02,1.978281087679940875e-02,-1.428002072344900517e-03,-4.997743223262600919e-03,-3.578623252339315636e-02
-1.227645055444480686e-03,6.091993024698616824e-03,5.917926117358967598e-03,-1.301786581892462949e-02,3.465177454335863910e-03,-2.998280024037511433e-03,1.477485923364173399e-02,1.402950383352656767e-02,-1.776755534223513171e-03,2.990632309802964111e-03,-9.156258948231252651e-03
-1.226012736134062843e-03,6.175655872391590771e-03,5.931686859936983851e-03,-1.153087951021502036e-02,2.452210436301273562e-03,1.214674751787023048e-03,-9.588299357832254927e-03,1.625055662099164980e-02,-7.725290342851372184e-04,6.699555162955514150e-04,-4.471810293392382979e-02
-1.224385764439422930e-03,6.067489533014891467e-03,5.930999064781892691e-03,-1.209122898561496538e-02,-1.340822636948178206e-04,-4.864213675833410112e-03,-3.662446051456332442e-03,2.233012690278066842e-02,-2.634045395487657169e-03,7.799368122827421076e-03,-4.402519163618955067e-02
-1.222764389822269399e-03,6.053530463653714923e-03,5.916197060506955992e-03,-4.173133903298065564e-03,-2.068933146710976931e-03,2.182141500399496434e-03,6.873098234243461661e-03,8.672025596051359184e-03,-9.945872335780855944e-04,4.580120910794488465e-03,1.455445375482287973e-02
-1.221148858230765126e-03,5.936639150135928494e-03,5.887584700224013715e-03,-5.279543509616494660e-04,-1.009472263810975642e-03,-2.838806318388932548e-03,-6.136389436213230374e-03,1.862669227491411082e-03,-8.332731556789207527e-04,8.497975509158543078e-03,5.210895987635888460e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,-5.503818147123827609e-03,-5.324017391433675519e-04,2.228538685529546284e-03,-3.646868802330421443e-03,4.252968550053860299e-03,-1.132199458136567277e-03,2.380303044299641492e-03,2.968193162511957497e-03
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,-9.270081915336991427e-03,-1.632778453440454115e-03,-4.130964112525579122e-03,-1.000044806230429226e-02,2.052136055632534234e-02,-6.499959125418795173e-04,5.487125005140180631e-03,-5.094413453620746934e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,-6.710314658713040920e-03,6.082261949298616542e-04,5.309105014770219497e-03,-1.688942875639854813e-03,1.674466085992052863e-02,-1.611551126818479025e-03,9.548011536127309559e-03,8.777849834320264680e-03
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,-5.074269030416677165e-03,-1.110382863654609453e-03,-9.160889677717855761e-04,4.905958046781186757e-03,1.460470350394300898e-02,-1.621665031480020846e-03,2.921191533240335633e-03,4.166092536464513496e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,-8.099795508860578586e-03,-2.558654076302772202e-04,-2.119775457228718386e-03,7.253771384256489478e-03,1.170427348720258498e-02,-1.259932697288465532e-03,4.530646582817394324e-03,4.074434714574495797e-02
-1.259323396709418914e-03,6.755471638877900108e-03,5.817340050896620089e-03,2.078144155338084386e-04,-1.077414026204127472e-03,1.094926764901859922e-03,-8.341717714691020136e-03,4.504273671880874332e-03,-4.243484707314330103e-04,5.025287248045040046e-03,6.546242096381942044e-02
